house_quarterly_growth,house_twelve_month_growth,house_average_annual_growth,house_number_of_sales,unit_quarterly_growth,unit_twelve_month_growth,unit_average_annual_growth,unit_number_of_sales,suburb_id
0.00,+10.60,+4.17,138,-0.44,+7.77,+6.32,133,9179
+9.09,+32.28,+10.17,29,+5.00,,+0.36,11,5130
-0.45,+17.55,+4.47,71,0.00,+9.67,,4,11621
+2.95,+12.48,+6.15,99,0.00,+8.28,+2.51,60,9689
+2.27,+17.10,+6.06,154,0.00,-1.33,-2.06,91,2897
+0.99,+13.15,+7.03,144,-2.33,+28.07,+11.25,14,9843
+0.78,+19.81,+11.16,38,,,,6,10875
+4.00,+8.33,+4.36,62,+3.59,+8.13,-0.46,83,12474
+0.78,+6.12,+6.25,22,,,,0,12305
-4.90,+16.87,+7.58,86,0.00,-3.46,+4.47,128,9272
,,,0,,,,0,9847
-3.39,,+12.30,15,,,,1,4927
+4.55,+42.48,+22.84,21,,,,0,3598
-1.19,+13.80,+7.62,59,,,,1,1938
+0.71,+14.63,+2.55,189,,,,3,5899
+3.69,+20.36,+13.95,47,,,,2,10041
+4.94,,+17.25,13,,,,0,3749
0.00,-3.28,+2.36,21,,,,9,6131
-0.16,+24.13,+6.01,61,0.00,+7.14,+2.73,118,2440
+8.66,+44.23,+10.81,90,,,,0,1569
,,,4,,,,,6345
,,,3,,,,0,12083
,,,0,,,,0,9947
+12.86,+36.99,+10.63,28,,,,7,2418
+4.44,+26.98,+9.90,230,+1.32,+16.67,+0.27,33,6735
0.00,+10.22,+4.42,51,,,,1,6993
-0.22,+26.16,+10.06,40,,,,2,2621
+5.12,+14.55,+8.52,38,,,,0,1336
,,,3,,,,2,9206
-0.94,+3.73,+9.42,98,,,,5,10099
,,,1,,,,,8422
+1.82,+26.32,+11.27,86,,,,4,6855
,,,3,,,,,812
+5.03,+16.93,+6.96,35,0.00,+20.63,+2.61,15,8187
-0.36,+30.00,+12.13,102,,,,1,4473
-17.88,,,5,,,,0,707
+7.63,+39.20,+8.46,184,+10.43,+27.00,+3.20,72,6389
+2.33,+24.82,+9.74,45,,,,3,11059
+2.79,+13.47,,12,,,,1,10852
,,,8,,,,0,2178
0.00,+18.38,+8.45,30,,,,1,2266
+13.26,+23.00,+8.58,36,,,,0,7640
+8.16,+12.17,+5.14,55,,,,0,7895
+0.25,+16.67,+2.40,18,-9.87,+1.48,+0.36,54,2288
,,,,,,,,8128
+0.79,+20.00,+11.37,377,-0.66,+22.15,+9.34,76,10902
,,,5,,,,0,3811
,,,8,,,,0,2770
0.00,-17.70,+16.79,10,,,,0,999
+2.73,+28.26,+13.88,349,+1.35,+19.75,+13.92,55,10731
+19.35,+41.48,+12.95,14,,,,2,8885
+3.67,+23.03,+9.72,103,,,,9,35
+2.04,+30.12,+19.76,27,,,,0,12059
,,,2,,,,0,9633
+1.54,+8.74,+6.58,55,-1.00,+4.86,+0.84,116,1913
,,+8.60,10,,,,0,8544
,,,2,,,,,5075
,,,0,,,,0,10588
-1.28,+10.66,+8.87,73,+4.96,,+5.54,5,2669
+2.96,+20.44,+6.34,63,+4.94,+12.91,+6.11,178,54
+1.05,+18.83,+8.64,41,+8.04,+26.04,+10.04,15,8254
+3.81,+33.53,+10.45,90,+27.55,,,10,7403
-2.52,-3.70,+8.68,16,-4.87,+13.35,+5.57,82,2918
-1.43,+33.64,+9.39,45,,,,6,7807
-4.93,-1.97,+0.07,45,,,,0,6395
+0.55,+16.84,+9.10,45,+3.50,+18.60,+7.99,12,469
-5.38,+21.98,+9.92,42,,,,2,1415
,,,1,,,,0,10197
,,,0,,,,0,9838
+3.55,+17.71,+7.59,61,+3.17,+35.98,+14.57,16,8005
+2.94,+14.75,+4.29,53,-5.26,,,11,1187
0.00,+5.77,+8.74,27,,,,0,7262
,,,1,,,,,9496
,,,1,,,,0,405
+2.74,+10.29,+4.92,171,-2.05,+2.62,+5.37,338,9630
,,,1,,,,,426
+14.29,+35.14,+9.63,27,,,,0,543
+17.57,+27.47,,11,,,,0,5168
,,,1,,,,0,9157
+4.03,+24.33,+9.62,77,+6.52,+33.51,+12.11,239,5750
+1.87,+9.40,+34.16,146,,,,9,4445
+4.37,+17.81,+10.76,227,+4.55,+15.00,+4.12,28,852
+2.54,+19.32,+5.22,52,+3.35,-0.92,-0.37,22,12467
,,,8,,,,0,8519
+6.19,+24.14,+3.99,25,,,,2,7508
+5.25,+25.26,+7.40,34,,,,3,10193
+1.80,+10.39,+2.26,53,,,,0,12142
+7.71,+27.67,+8.61,152,+4.73,+8.24,+4.40,60,8045
,,,2,,,,,10189
,,,1,,,,,1740
-8.91,+26.60,+15.37,58,,,,1,278
,,,0,,,,,6045
,,,1,,,,0,10155
,,,0,,,,,10312
,,,5,,,,,8468
+1.80,+28.41,,37,,,,0,12154
+2.34,+25.77,+1.35,84,0.00,+33.33,-1.79,31,11982
,,,3,,,,,7957
-2.97,+9.91,+6.74,250,-11.74,-17.81,+0.10,109,2776
-3.81,+42.25,+13.45,39,-1.67,+9.26,+6.04,11,3718
+0.49,-21.40,+1.36,19,0.00,-4.51,+5.09,97,9893
+11.56,+22.82,+11.03,31,,,,1,11292
,,,3,,,,0,10769
+2.03,+18.90,+10.18,253,,,,1,2295
,,,6,,,,,6744
,,,3,,,,,12275
,,,2,,,,0,10340
+11.11,+30.51,+10.55,156,,,,5,3157
-5.23,+0.67,+7.12,43,,,,0,1286
,,,6,,,,5,6314
+1.49,+9.04,+3.65,114,,,,4,6088
-3.61,+15.94,+10.19,13,,,,0,1257
+5.63,+20.97,+6.17,294,,,,0,7754
+1.52,+1.52,+2.58,73,,,,10,5512
+5.57,+42.81,+14.76,101,+4.11,+43.68,,10,1108
+6.32,+16.54,,7,,,,0,9662
+3.47,+16.38,+4.97,165,+6.07,+11.94,+3.30,102,5477
,,,7,,,,0,671
+0.27,+30.94,+12.97,35,-7.25,+28.00,+8.15,25,3088
,,,1,,,,0,9710
+7.94,+37.58,+10.62,284,+1.52,+17.96,+6.68,82,4597
-12.06,-12.06,+1.81,82,,,,1,12152
+8.96,+21.67,+7.10,107,+5.20,+25.78,+5.36,25,4293
+2.12,+15.57,+13.60,39,+4.51,+31.13,+14.16,8,9060
,,,4,,,,1,7915
+2.19,+16.67,+11.02,69,,,,8,2082
,,,6,,,,0,4469
,,,2,,,,,3297
+11.85,+45.45,+16.13,44,+1.39,+11.45,,7,8800
0.00,+2.44,+5.15,85,-0.71,-3.45,-0.28,76,11705
+2.56,+17.29,+13.20,36,+1.02,+4.07,+9.77,12,8732
+0.56,+22.81,+8.04,119,0.00,+27.82,+3.96,16,3197
,,,4,,,,0,3414
-0.96,+5.46,,10,,,,1,10939
+3.64,+21.79,+5.31,187,+11.94,+30.43,+4.78,22,6392
-1.57,+4.27,+3.53,100,+1.78,+19.87,+5.70,53,10899
+9.02,+28.37,+10.73,144,+6.15,+17.73,+7.79,42,2620
,,,4,,,,,623
+16.17,+22.71,+7.48,10,,,,0,10327
,,,1,,,,0,8424
+0.88,+10.58,+4.12,252,-7.80,-5.80,-1.86,80,12041
+4.65,+12.50,+8.27,31,,,,2,1283
+4.75,+16.31,+4.30,295,+2.21,+22.31,+1.53,39,5007
+2.51,+12.64,+6.08,117,,,,0,12768
+0.81,+16.91,+10.91,29,,,,1,9732
,,,0,,,,0,4620
+13.21,+20.69,+20.69,21,,,,5,3098
0.00,+10.55,+5.00,41,,,,1,1862
-1.26,+4.66,+3.25,96,-2.84,+9.94,+2.52,21,9250
,,,0,,,,,10812
,,,1,,,,,5004
,,,0,-5.94,-1.53,-3.30,140,1726
+3.39,+29.79,+8.99,616,+0.22,+12.29,+7.81,80,1601
+3.26,+11.24,+5.70,150,-6.42,-7.46,-2.26,168,12376
-7.76,,,16,,,,7,5827
+1.36,+16.25,+5.55,120,,,,2,12395
,,,3,,,,0,10281
,,,8,,,,3,1105
+10.36,+42.68,+20.85,34,,,,1,8969
+9.69,+21.92,+12.54,24,,,,0,132
+2.43,+15.71,+4.94,134,,,,0,11676
+5.48,+43.44,+14.00,29,,,,0,4704
+7.16,+34.83,+11.93,74,+12.13,+22.50,+11.06,33,3439
+2.69,+40.79,+10.83,32,,,,2,8238
+6.73,+24.02,,27,,,,3,6344
,,,6,,,,0,5500
-2.13,+5.46,+4.15,107,+2.05,+5.90,+4.52,78,9027
,,,5,,,,,2838
+11.39,+30.06,+18.12,17,,,,0,2232
-3.45,-1.06,+2.54,18,,,,6,295
+6.19,+26.54,+8.66,32,,,,0,5577
+24.80,+14.50,,14,,,,0,11681
,,,8,,,,0,8096
+0.67,+13.02,+9.80,45,+2.03,+24.24,+7.67,31,2479
,,,4,,,,,8736
,,,3,,,,6,664
-4.64,+20.00,+7.89,13,,,,0,3510
+12.82,+25.71,,19,,,,0,12657
,,,8,-0.42,-2.13,+2.40,33,1204
,,,2,,,,,4373
+11.69,+19.44,,8,,,,0,6421
+4.62,+21.59,+6.07,58,,,,1,6893
,,,1,,,,0,9204
+5.19,+32.76,+14.81,114,+10.53,+20.97,+8.22,18,3619
,,,9,,,,0,4238
+1.72,+9.77,+5.49,26,,,,0,3779
+11.11,+47.06,+8.45,86,,,,1,6530
0.00,+19.13,+4.53,47,,,,7,3336
+10.91,+22.00,+9.78,90,+2.71,+7.67,+3.19,42,8074
+2.13,+24.07,+6.03,22,+0.78,+0.15,+1.28,121,2865
,,,5,,,,0,1355
-3.71,+11.50,+5.34,117,-4.71,+5.88,+1.88,165,10934
,,+6.09,5,,,,0,6177
,,,5,,,,,7975
,,,4,,,,,8036
+4.48,+30.84,+8.59,53,,,,0,5418
+3.66,+8.99,+4.32,239,+11.44,-11.61,-3.50,61,11595
0.00,+2.41,+3.09,350,+1.17,+20.85,-4.36,17,12841
0.00,+18.31,+13.83,56,+5.83,+34.79,+13.86,62,5871
+2.75,+21.68,+5.50,225,,,,6,3185
,,,0,,,,0,9156
,,,3,,,,,3770
+12.53,+35.80,+11.10,83,0.00,+24.13,+6.81,45,142
,,,5,,,,0,3057
-0.98,+2.26,+5.22,54,+3.21,+0.21,+1.45,48,9826
-6.67,+4.48,,11,,,,,6402
+29.74,+40.86,+11.98,20,,,,2,5995
-1.01,,+10.35,16,,,,6,7333
,,,7,,,,,3053
+2.27,+5.26,+3.44,121,+0.81,+0.30,-1.84,23,12304
-0.84,+12.18,+5.60,76,-6.51,-7.77,+3.92,15,11336
-0.47,+22.43,+9.72,308,0.00,+9.61,+7.86,52,9844
+6.31,+30.39,+12.12,133,+5.13,+14.17,+8.32,37,2016
+16.36,+16.36,+2.45,23,+12.76,+29.83,+5.71,13,765
+1.45,+18.64,+10.76,11,,,,2,8583
,,,9,,,,0,5256
+3.33,+12.05,+2.30,206,-0.93,+3.92,-1.10,22,12639
-0.17,+18.19,+8.80,72,+6.37,+10.38,+6.01,52,1320
+5.46,+27.89,+10.89,56,+17.39,+35.34,+13.24,15,3564
+4.62,+28.30,+8.87,80,,,,0,1314
,,,2,,,,0,7703
+6.72,+14.41,+8.11,35,,,,0,7574
+8.45,+30.23,+10.17,53,,,,1,692
+3.35,+4.52,+2.25,86,+4.05,+5.61,+1.83,180,10700
0.00,+13.16,+5.14,41,-0.97,-0.89,-1.84,643,2805
+2.98,+8.28,+8.63,124,,,,3,11777
-1.69,+1.16,+7.45,23,,,,2,1695
-0.66,+7.98,+3.75,160,-2.29,+9.62,+5.31,125,9249
+6.19,+32.87,+8.45,106,,,,5,8044
+10.42,+12.77,+4.51,37,,,,5,7896
-0.46,+1.74,+3.92,76,-0.65,-10.39,+1.17,110,10372
+5.42,+26.17,+8.39,136,-4.36,+37.54,+4.33,24,8008
+4.44,+23.68,+9.25,247,0.00,+20.69,+6.21,55,1605
,,,6,,,,,1747
+1.48,+18.80,+10.90,209,+4.50,+18.40,+9.49,30,69
+0.89,+39.34,+14.60,21,,,,10,12831
+5.77,+30.95,+9.31,137,+6.92,+37.00,+14.16,38,3129
+0.54,+18.44,+6.94,49,,,,8,11246
+5.59,+26.31,+11.66,196,+2.44,+22.57,+9.87,41,88
+2.42,+12.29,+4.45,133,-3.04,+0.30,+2.60,286,9832
+1.66,+28.05,+7.78,299,+9.62,,,5,3375
+2.84,+30.26,+9.71,125,,,,2,7693
+3.93,+25.56,+8.49,24,,,,,5785
+3.77,+30.75,+7.94,73,-5.57,+3.28,+1.29,92,1441
+0.22,+28.41,+8.54,101,+2.73,+13.37,+3.66,122,3080
0.00,+12.36,+3.06,78,0.00,+8.80,,17,11952
,,,3,,,,,315
+4.85,+14.35,+6.24,94,,,,3,10357
-2.20,+0.97,+2.02,128,-4.94,-1.03,+7.58,108,9478
+2.72,+13.77,+14.45,680,,,+6.10,9,9527
+0.83,+6.41,+7.25,55,,,,5,5305
+5.93,+6.35,+3.52,17,,,,0,12263
-0.55,+21.00,+7.57,44,,,,4,9174
+10.77,+35.85,+7.61,142,,,,7,5575
+0.77,,,10,,,,0,6762
+8.90,+42.95,,10,,,,0,6209
,,,3,,,,0,1334
0.00,+10.54,+10.03,287,-4.80,+2.80,+10.72,108,9205
,,,1,,,,0,11189
+5.36,+22.92,+10.21,108,,,,6,1516
,,,2,,,,,4895
0.00,+19.30,+9.45,55,,,,4,11596
,,,5,,,,0,3382
-2.70,-23.08,+0.68,21,,,,0,621
,,,3,,,,,7989
-8.16,+9.76,+5.77,40,,,,1,4737
+3.00,+26.49,+9.36,123,+2.74,+15.38,+1.68,168,6929
-5.00,0.00,+8.36,16,,,,0,2427
+15.38,+29.09,+10.28,81,,,,5,5246
+9.65,+36.40,+25.73,15,,,,0,9804
+8.84,+28.63,+8.91,112,+6.29,+25.62,+4.77,11,7285
+1.20,+43.72,+9.74,186,,,,4,4598
+3.28,+12.26,+8.32,34,-5.91,+39.22,-3.58,10,2277
+4.15,+19.27,+12.10,69,,,,0,1654
+1.72,+4.84,+7.08,161,,,,1,6726
-1.41,+22.27,,9,,,,0,3599
+4.81,+22.72,+13.77,92,+0.18,+6.25,+11.39,17,10821
,,,5,,,,0,5848
+13.64,,,10,,,,0,11355
0.00,+18.96,+6.67,141,,,,0,9294
+6.38,+29.21,+9.34,37,,,,0,5439
+2.86,+23.08,+7.35,529,+4.58,+37.14,+7.72,150,4791
+9.34,+31.79,+8.23,191,+4.56,+26.00,+3.96,115,4375
+4.48,+23.08,+7.67,142,+0.68,+33.78,+6.75,14,6132
+10.96,,,10,,,,0,6720
+4.93,+17.53,+5.42,37,0.00,,+10.10,7,10162
+6.67,+30.97,+8.99,152,+9.09,+26.92,-3.33,29,6435
+1.69,+20.33,+8.87,112,+2.73,+25.56,+7.70,44,3060
+0.75,-18.18,+11.03,41,,,,3,10670
0.00,+24.22,,7,+3.05,+26.87,+8.02,291,5684
+2.13,+26.32,+15.80,11,,,,1,10926
,,,6,,,,,6972
,,,3,,,,,1786
+6.08,+32.22,+8.36,38,,,,5,7153
0.00,+13.01,+9.46,69,+8.13,+21.15,+7.08,22,3330
-1.42,+8.48,+3.90,86,-2.64,+11.48,+4.85,22,9611
+3.25,+23.44,+7.54,106,,,,1,1729
+7.22,+36.15,+9.76,56,+3.00,,,14,3169
+5.73,+16.40,+7.03,26,,,,5,7232
,,,1,,,,,6820
+2.27,+23.71,+8.09,43,0.00,,-0.76,9,984
,,,5,,,,,1752
,,,3,,,,,2823
-16.76,,,11,,,,,4674
+5.12,+19.49,+6.62,79,+3.65,+16.85,+6.45,18,1443
+7.10,+31.75,+11.20,108,0.00,+22.09,+4.83,23,5319
,,,1,,,,0,5499
+5.07,+29.46,+11.27,155,+0.29,+12.92,+6.22,100,4470
+2.83,+20.00,+5.68,91,0.00,+12.86,+2.94,27,1245
+0.24,+30.16,+9.96,68,,,,0,3249
+6.77,+23.00,+7.93,44,,,,0,2320
,,,5,,,,,6270
+3.16,+15.29,+4.14,31,+1.40,,,18,4837
,,,1,,,,,10591
+9.70,+27.35,+8.12,41,+2.36,+10.00,,15,7857
+3.08,+15.02,+6.24,62,,,,9,5535
-0.56,+42.79,+11.63,19,,,,9,10880
+9.18,+34.57,+8.96,119,,,,6,8198
,,,0,,,,,9647
+1.02,+11.65,+5.62,38,,,,0,1194
+5.88,+16.13,+5.03,118,,,,0,12668
+10.14,+28.81,+7.76,121,+1.32,+4.05,,4,5492
+3.26,+28.90,+8.91,127,-6.42,+5.75,+3.28,105,4675
+5.91,+14.91,+7.65,41,,,,1,6817
+0.50,+20.90,+7.13,35,+5.56,-0.52,,15,12588
,,,3,,,,0,2595
,,,6,,,,0,1383
,,,4,,,,0,6152
,,,4,,,,,521
+3.54,+9.25,,6,,,,0,10420
+3.51,+15.69,+5.10,160,,,,4,6930
,,,7,,,,,1851
+3.08,+42.12,+14.98,15,,,,0,8535
+4.80,+40.70,+5.10,72,+4.73,+41.17,+8.35,9,3478
+1.70,+4.07,+3.45,27,,,,2,2062
-7.84,-19.66,+11.72,17,,,,0,6440
-4.70,+14.64,+6.33,92,,,,6,1777
0.00,+8.83,,77,,,,0,9688
+0.83,+32.28,+10.75,73,-3.70,+36.84,+2.74,17,2118
0.00,,+21.08,9,,,,3,3712
0.00,+29.16,+13.32,9,,,,4,1182
+0.22,+21.56,+12.08,105,+5.65,,+9.16,10,9409
+12.49,+25.36,+3.83,10,-2.70,-1.22,+2.09,18,2096
,,,4,,,,,6264
+2.39,+38.96,+12.01,49,,,,5,7386
,,,4,,,,0,5894
+3.13,+34.16,+8.97,16,,,,0,764
+3.66,+10.19,+2.87,163,,,,0,11752
+1.99,+13.78,+8.03,82,,,,0,9671
+3.57,+12.35,+2.97,223,+1.07,+18.28,+2.03,47,12722
,,,6,,,,0,3530
,,,9,0.00,+2.04,-2.59,79,1713
+0.06,+2.06,+9.01,32,,,,4,3350
+7.01,+11.70,+3.13,75,,,,1,6304
+22.75,+47.50,+15.72,190,,,,2,230
0.00,+1.41,+3.71,19,,,,0,7759
-5.69,-10.57,+5.11,21,,,,0,2807
,,,4,,,,,6313
+3.64,+12.65,+1.85,114,+10.34,+24.03,,11,12272
+2.93,+6.84,,6,,,,,8151
+3.48,+5.00,+3.54,87,,,,1,6184
-4.23,+3.03,+5.92,76,-5.41,+7.69,-3.23,101,5675
-2.50,+21.88,+5.11,14,,,,0,632
+1.39,+16.67,+13.25,48,,,,4,10272
+9.75,+24.88,+5.44,17,0.00,+3.75,,21,415
+18.78,+42.19,+8.63,23,,,,1,2151
,,,0,,,,0,9259
+5.69,+10.86,+5.77,44,0.00,+14.88,+7.35,29,7709
+6.28,+45.83,+12.53,58,,,,0,6910
+16.49,+23.84,+4.20,15,,,,0,12404
+3.52,+4.04,+1.63,45,,,,4,12021
-0.11,+13.35,+7.80,76,,,,4,11156
-1.18,+4.67,-0.47,26,+1.22,+14.45,-0.36,130,909
,,,5,,,,,855
-1.15,-2.13,+10.11,20,+11.34,+14.89,+4.76,46,7371
+9.65,+14.54,+4.29,13,,,,0,3796
+5.38,+31.73,+9.01,73,-3.83,,,9,7648
+5.75,+15.00,+13.90,16,,,,0,196
-1.63,+9.19,+4.31,349,-8.72,+11.35,+4.74,74,9131
-1.22,+28.52,+13.86,47,,,,10,744
-6.86,+0.20,+8.09,25,-2.52,+15.14,+3.38,107,119
+7.02,+41.86,+11.12,34,,,,1,4646
-3.51,+15.02,+9.39,46,+10.05,+18.78,+3.82,119,75
+2.94,+30.60,+10.97,193,,,,8,4449
+5.86,+22.19,+5.36,419,-7.50,-16.29,-2.39,17,7758
-1.90,+30.38,+9.56,32,-11.89,,+7.62,11,8730
-8.01,+25.17,+5.16,22,-3.96,+3.87,-1.63,25,1345
,,,0,,,,0,10135
+2.78,+8.03,+6.50,46,,,,7,5847
-0.36,+13.75,+7.32,66,+1.61,+13.31,-0.06,34,1731
0.00,,,2,,,,0,1222
,,,7,,,,,1533
+1.41,+4.77,+11.63,78,+5.00,+23.53,+7.35,19,9121
+4.26,+15.29,+13.08,201,+10.78,+23.99,+13.62,30,10694
+3.95,+22.24,+7.49,118,,,,1,2592
+2.33,+15.79,+6.05,61,,,,0,5748
+2.38,+13.32,+2.95,496,-7.05,+6.62,-1.36,23,12748
,,,1,,,,,5991
+11.79,+43.75,+7.53,25,,,,1,9749
+3.33,+7.64,+4.07,63,-16.15,+2.42,+9.99,36,9997
,,,2,,,,,5170
,,,1,,,,,9807
+1.72,+32.14,+8.37,75,+13.08,+22.50,+6.62,50,5006
+4.84,+29.74,+9.27,130,+2.42,+23.54,+5.07,18,6312
+4.56,+10.64,+5.39,70,+6.86,+14.74,+5.35,18,7345
+5.56,+35.71,+23.93,79,,,,4,8815
,,,5,,,,0,2306
+4.45,+46.05,+14.97,59,,,,2,2590
+2.56,+12.76,+5.19,49,-2.16,-3.84,-0.04,75,626
+3.79,+11.84,+9.50,23,,,,0,9727
+1.20,+17.01,+6.50,16,,,,0,1167
-1.03,+12.95,+6.75,71,-2.68,+3.56,+4.43,99,9753
+2.27,+31.67,+20.19,19,,,,0,9242
0.00,+30.95,,20,,,,0,10950
-0.09,+31.88,+11.52,70,0.00,,,16,2119
,,,6,,,,1,11002
0.00,+19.79,+14.09,61,,,,1,9578
+2.00,+20.42,+4.86,113,+3.56,+29.58,+5.57,32,9086
-2.44,+13.05,+3.25,133,+0.63,-2.04,+3.72,54,9834
+3.92,+25.76,+13.53,50,-12.37,-11.18,,8,10618
+5.72,+41.67,+11.04,76,,,,2,7404
+5.83,+28.76,+11.77,47,-3.80,+18.88,+12.10,14,5798
+0.81,+12.73,+10.58,327,0.00,+15.78,+10.24,41,9701
+5.12,+25.56,+9.53,19,,,,0,7615
,,,2,,,,,6187
+9.13,+37.28,+9.11,123,-0.34,+21.47,+1.86,55,5336
+4.05,+34.88,+10.61,210,-6.43,+33.33,+10.19,36,2450
+2.43,+18.13,+4.56,240,,,,8,12888
+1.08,+25.96,+10.37,110,+16.48,+20.32,+6.60,23,3449
+0.56,+10.84,+3.04,101,+1.76,+11.15,+2.06,89,11540
+12.74,+38.45,+9.61,10,,,,0,10401
0.00,+24.24,+11.24,37,-3.40,+3.18,+7.16,23,100
+27.27,+41.03,,17,,,,,5724
0.00,,,11,,,,,1027
-8.33,+6.80,+12.59,13,0.00,+3.12,+1.98,26,8242
+1.03,+16.04,+5.35,78,+2.47,+20.30,+5.69,219,541
+5.42,+49.70,+17.08,26,,,,0,3423
+16.15,+33.33,+15.65,35,,,,4,2636
-1.10,+8.06,+8.27,21,-1.25,+15.95,+1.48,192,2680
+2.50,+18.99,+22.28,10,,,,0,10917
+6.02,+18.65,+8.23,76,,,,0,7302
+12.59,+30.36,+3.94,40,+0.35,+7.92,+1.69,109,3713
,,,3,,,,,7641
+4.00,+13.04,+2.63,165,+2.19,+18.14,-0.49,32,11989
+5.69,+21.89,+7.89,38,,,,2,8212
+2.97,+24.04,+6.94,48,,,,2,2136
+6.21,+32.65,+13.44,69,+7.76,+32.19,+9.86,15,1502
+3.04,+18.75,+6.09,35,-4.67,,,10,904
,,,3,,,,0,3340
0.00,+9.09,+11.41,11,,,,,2676
,,,4,,,,0,5572
,,,4,,,,,3040
+1.92,+8.61,+6.99,124,,,,3,3216
+2.34,+27.02,+10.32,85,-0.00,+14.77,+6.86,83,57
-1.67,+2.43,+1.94,18,,,,0,12412
+2.39,+17.76,+11.96,156,+1.23,+13.89,+8.32,24,10190
,,,0,,,,,11293
-0.12,+5.50,+5.36,36,,,,3,6960
,,,1,-3.91,-10.44,-0.05,38,2441
,,,8,+18.16,+6.22,+2.69,44,7513
+0.94,+17.81,+7.11,175,+7.32,+21.79,+4.22,40,901
+7.54,+34.83,+9.93,12,,,,,1434
0.00,+31.73,+11.67,26,+10.96,+43.71,+10.64,16,1429
-1.58,+10.52,+3.81,127,-1.32,+5.26,+5.74,176,9477
+0.15,+27.12,+7.47,82,-0.23,+11.98,+3.63,432,1085
,,,4,,,,,6689
+1.15,+13.36,+1.85,38,,,,1,6970
-1.86,+5.86,+5.73,32,,,,0,6290
,,,12,,,,0,12238
+11.20,+23.67,+8.85,24,,,,0,1324
+8.33,+45.16,+5.18,32,,,,0,5419
-4.56,+25.00,+13.97,49,-18.90,,+5.18,14,8577
0.00,+1.71,+9.87,39,+9.87,+28.02,+11.26,11,10262
,,,5,,,,0,2962
+2.72,+10.38,+3.15,203,,,,4,12735
-4.11,-4.11,+3.98,12,,,,5,9386
-0.16,+6.67,+6.03,128,-3.95,-2.63,+5.43,30,11070
+15.87,+21.67,,15,,,,0,5295
,,,2,,,,,10787
0.00,+11.54,+5.92,67,,,,1,5111
+2.27,+22.30,+8.32,177,+0.46,+2.38,,8,795
+0.71,+26.79,+11.66,19,,,,1,9931
+0.95,+11.58,+8.22,182,+0.98,+0.28,+4.48,24,9669
+2.65,+27.29,+12.25,322,+1.03,+36.49,+13.25,35,2515
-7.14,+24.09,+11.84,34,,,,0,2351
,,,2,,,,,1690
-0.58,-2.29,,13,,,,0,3862
0.00,+19.13,+9.63,15,,,,0,200
+0.90,+22.39,+6.28,32,,,,2,3208
+3.36,+14.95,+12.88,61,0.00,+24.62,+11.93,17,11025
0.00,,,10,,,,2,6359
+3.25,+18.71,+19.20,20,,,,0,8649
,,,4,,,,0,8032
+3.52,+39.03,+13.94,9,,,,0,3818
-4.30,+12.77,+14.96,12,,,,2,8425
+1.75,+22.37,+18.74,54,,,,1,8834
+27.02,+43.67,+13.79,22,,,,1,8097
+1.36,+7.56,+6.62,128,,,,2,10933
,,,7,,,,0,6315
+10.93,+25.66,+11.18,53,,,,4,8251
+0.33,+8.93,+4.91,313,-2.99,+6.67,+9.07,207,9217
+16.14,+40.84,+15.32,6,,,,1,8460
+7.65,+18.06,+16.85,23,,,,0,10059
+2.43,+25.33,+9.03,74,,,,1,7074
+1.12,+13.45,+9.27,14,+3.97,+39.50,+1.19,18,4980
+2.15,+26.20,+7.17,13,,,,0,2317
,,,4,,,,,5582
+2.13,+19.75,+9.81,62,,,,4,8102
-1.11,,+14.28,12,,,,,2126
,,,9,,,,0,872
+2.04,+5.69,+5.39,224,0.00,+4.21,+5.35,44,9649
+5.38,+29.19,+16.92,58,+30.75,+44.72,+13.31,13,8977
-0.94,+7.73,+4.51,345,+0.10,+14.81,+5.47,139,9371
+17.14,,+11.51,26,,,,2,1906
0.00,+18.78,+20.97,45,+4.18,+47.54,+23.23,94,1853
+4.00,+32.65,+10.66,165,+3.98,+22.41,+0.99,53,6475
-5.32,+12.10,+10.42,30,+1.95,+17.42,+22.75,26,10342
-0.56,+21.68,+7.90,21,,,,0,3792
+1.55,+16.44,+6.73,9,,,,0,1093
,,,2,,,,0,7980
+3.92,+9.84,0.00,165,+3.03,+13.33,+1.22,41,12522
+11.05,+16.48,+5.89,48,-2.71,,+2.26,19,6327
+5.15,+27.30,+8.36,112,,,,0,6899
+5.00,+25.27,+15.33,82,,,,9,9011
+7.66,+48.39,+12.10,56,,,,2,8197
+4.04,+23.80,+13.03,232,+3.82,+10.00,+10.51,38,6555
0.00,+19.49,+13.34,52,+1.28,+17.70,+15.00,28,11384
,,,3,,,,,8517
-2.17,+15.98,+10.51,61,-11.65,,,11,5771
,,,2,,,,3,3301
+5.71,+22.22,+3.53,355,-1.48,+17.65,-0.40,25,12793
-3.43,+12.27,+1.79,45,,,,6,1484
,,,3,,,,,1110
+2.06,+31.95,+11.33,75,+2.25,+19.47,+8.28,24,3268
+6.67,+48.84,+8.79,61,,,,5,7274
+0.79,+11.65,+6.53,36,,,,0,9554
+0.57,+16.74,+5.12,172,+1.74,+7.44,+5.33,19,3171
,,,3,,,,0,1332
+7.44,+38.30,+7.63,25,,,,0,5507
+4.64,+31.45,+11.64,61,,,,0,3073
+7.35,+31.53,+18.88,41,,,,0,1873
+2.02,+28.26,+7.55,51,-11.83,-16.33,+3.81,15,7304
+1.46,+16.82,+5.99,47,,,,6,1955
